ID,性別,OL申込,年齢,機種,P購入,コース,C応募,FM登録,ML購読,通話分数,通話回数,請求額,契約
T1010083,F,1,30,B,0,E,0,0,1,20.06,14,5008,Y
T1010099,M,0,41,B,1,E,0,0,0,52.84,14,5484,Y
T1010109,F,0,49,B,1,E,0,0,0,40.84,8,4850,Y
T1010114,F,0,76,B,1,X,0,0,1,111.11,28,7454,Y
T1010131,M,0,43,A,0,E,0,1,1,40.12,23,5138,Y
T1010146,M,0,78,A,0,E,0,0,0,35.7,12,6498,Y
T1010160,F,0,57,C,1,E,0,0,0,40.97,1,5503,Y
T1010178,F,0,71,A,0,F,0,0,0,9.74,2,5529,Y
T1010182,F,0,22,A,0,E,1,0,0,58.23,7,4159,Y
T1010190,M,0,42,A,0,E,0,0,0,74.44,10,4081,Y
T1010202,F,0,31,A,0,E,0,1,0,52.62,13,4384,Y
T1010211,F,0,40,A,0,X,0,0,0,100.7,9,7312,Y
T1010229,F,0,56,C,1,X,1,1,0,58.5,9,8179,Y
T1010235,M,0,65,C,1,F,0,0,0,103.31,5,9524,Y
T1010246,M,0,46,A,0,F,0,1,1,99.21,62,9853,Y
T1010259,M,0,64,C,2,F,0,0,0,26.21,6,7369,Y
T1010263,F,0,46,C,0,E,0,0,0,35.09,25,6137,Y
T1010280,F,0,38,B,1,E,0,0,0,72.82,8,4448,Y
T1010292,F,0,67,A,0,E,0,1,0,30.32,4,3360,Y
T1010310,F,1,63,B,2,E,0,0,0,4.97,2,4510,Y
T1010335,M,0,83,A,0,E,1,0,0,46.56,16,6896,Y
T1010342,M,0,87,B,0,F,0,1,1,25.79,4,7303,Y
T1010355,F,0,58,C,1,E,0,0,0,8.98,6,5770,Y
T1010373,F,0,49,A,0,F,0,0,0,27.35,4,6807,Y
T1010388,F,0,33,A,0,E,0,0,0,31.32,5,3689,Y
T1010394,M,0,68,A,0,F,0,0,1,3.82,1,7055,Y
T1010413,M,0,63,C,0,E,0,0,0,94.62,18,6357,Y
T1010429,M,0,90,B,1,E,0,1,0,33.85,12,7651,Y
T1010436,F,0,69,B,1,E,0,1,0,57.95,5,4461,Y
T1010446,M,0,28,C,2,E,0,0,0,42.9,25,7059,Y
T1010458,F,0,54,B,1,E,0,0,0,46.4,9,4726,Y
T1010471,F,0,46,B,0,E,0,0,1,31.15,45,6978,Y
T1010480,M,0,46,A,0,X,0,0,0,98.88,42,7257,Y
T1010493,F,0,78,A,0,E,0,1,0,90.01,26,6783,Y
T1010503,F,0,44,A,0,F,0,1,0,26.95,3,6058,Y
T1010516,F,0,66,A,0,F,0,0,0,19.33,8,7256,Y
T1010538,F,1,47,B,0,E,0,1,0,54.21,25,5942,Y
T1010547,M,0,51,A,0,E,0,0,0,64.64,25,5043,Y
T1010555,M,0,27,C,0,E,0,0,0,107.46,31,7358,Y
T1010571,F,0,32,B,0,E,0,0,0,42.17,14,5135,Y
T1010586,M,0,56,B,0,F,0,0,1,10.26,2,6982,Y
T1010590,F,0,81,C,3,X,0,1,1,25.98,24,8239,Y
T1010600,M,0,65,A,0,F,0,0,1,57.93,12,6365,Y
T1010614,M,1,62,C,2,F,0,0,0,137.73,5,10444,Y
T1010625,F,0,50,C,0,E,0,0,0,13.12,1,5685,Y
T1010633,M,0,58,B,1,E,1,0,0,16.61,2,4512,Y
T1010662,M,0,52,C,1,E,0,0,1,52.81,32,7110,Y
T1010686,F,0,30,A,0,E,0,1,0,72.34,2,3870,Y
T1010709,M,0,24,A,0,E,0,0,0,72.99,14,4237,Y
T1010713,M,0,55,B,0,E,1,0,0,98.55,128,12114,Y
T1010722,F,0,42,C,1,F,0,0,0,6.85,1,7374,Y
T1010734,M,0,50,B,2,E,0,1,0,12.12,1,4667,Y
T1010742,F,0,79,A,0,F,1,1,0,92.43,41,6496,Y
T1010751,M,0,66,B,3,X,0,0,0,59.02,16,7307,Y
T1010762,M,0,52,B,1,E,0,1,0,81.09,23,5598,Y
T1010777,M,0,62,A,0,F,0,0,0,54.25,11,8166,Y
T1010780,M,0,60,C,2,E,0,0,1,79.99,4,4876,Y
T1010806,M,0,45,C,0,F,0,0,0,45.01,1,7706,Y
T1010817,M,0,66,C,2,F,0,0,0,59.32,18,9549,Y
T1010824,F,0,38,C,1,F,0,0,1,101.81,13,10499,Y
T1010838,M,0,40,A,0,E,0,0,1,107.64,31,5480,Y
T1010846,M,0,48,A,0,F,0,0,0,35.06,6,6677,Y
T1010873,F,0,50,B,1,E,0,0,1,29.29,5,4448,Y
T1010890,F,0,30,A,0,E,0,0,1,48.84,38,5590,Y
T1010903,M,0,55,B,1,E,0,0,0,31.39,7,4891,Y
T1010928,M,0,73,A,0,F,1,0,1,40.59,22,7172,Y
T1010932,M,1,53,B,0,E,0,0,0,11.32,6,4508,Y
T1010949,F,0,56,B,1,E,0,0,1,38.97,4,4984,Y
T1010961,M,0,77,A,0,X,0,0,0,16.85,2,7085,Y
T1010990,M,0,60,B,1,X,0,0,0,44.1,37,7682,Y
T1011009,M,0,50,C,0,E,0,0,1,81.08,20,6088,Y
T1011017,F,1,20,B,0,E,0,0,0,81.31,1,4257,Y
T1011028,F,0,45,C,1,E,0,1,0,48.1,16,6110,Y
T1011035,F,0,67,A,0,F,0,1,0,16.8,10,6311,Y
T1011043,M,0,54,A,0,F,0,1,0,51.6,2,5877,Y
T1011056,F,0,88,A,0,E,1,0,0,42.91,6,6715,Y
T1011061,F,0,43,B,1,E,0,0,0,38.73,6,4592,Y
T1011076,M,0,34,A,0,E,1,0,0,116.16,26,5208,Y
T1011098,F,0,58,A,0,F,0,0,1,25.06,32,6277,Y
T1011115,M,0,73,A,0,E,1,1,0,10.3,2,6589,Y
T1011127,M,0,71,B,3,F,1,0,0,56.06,54,8830,Y
T1011137,F,0,56,A,0,X,0,0,1,97.84,9,6678,Y
T1011156,M,0,66,B,1,F,1,0,1,21.8,4,6487,Y
T1011165,M,0,25,A,0,E,0,0,0,84.86,28,5193,Y
T1011172,F,0,58,B,1,F,0,0,0,64.71,4,7942,Y
T1011180,M,0,26,A,0,E,0,0,0,109.51,67,7193,Y
T1011194,F,0,56,B,0,E,1,1,1,19.68,1,4344,Y
T1011228,M,0,87,C,2,X,1,0,0,9.17,1,8595,Y
T1011235,M,0,40,C,1,E,0,0,0,7.15,6,5668,Y
T1011249,M,0,59,A,0,F,0,1,0,62.3,15,7052,Y
T1011259,F,0,22,A,0,E,0,1,0,142.22,14,3786,Y
T1011261,M,0,27,C,1,E,0,0,1,137.85,11,5874,Y
T1011291,M,0,80,C,1,F,0,0,1,12.84,3,7052,Y
T1011303,F,0,53,A,0,E,0,0,0,35.79,4,3692,Y
T1011314,F,0,28,A,0,E,0,1,0,8.42,10,3740,Y
T1011320,M,0,84,A,0,X,0,0,0,71.93,15,6959,Y
T1011333,F,0,52,C,3,F,0,0,0,113.31,20,10445,Y
T1011368,F,0,26,A,0,E,0,1,0,71.89,4,3844,Y
T1011371,M,0,44,A,0,E,1,1,0,34.04,7,3600,Y
T1011384,F,0,76,B,3,F,1,1,1,82.13,9,10082,Y
T1011390,M,0,55,C,1,F,0,1,0,56.45,51,8138,Y
T1011409,M,1,58,C,2,E,0,0,0,12.71,7,5409,Y
T1011424,M,0,54,C,2,F,0,0,0,17.17,1,7327,Y
T1011437,M,1,36,B,0,E,0,1,0,12.15,1,4600,Y
T1011449,F,1,49,C,0,E,1,0,1,44.15,5,5084,Y
T1011455,M,0,30,B,2,E,0,0,0,111.66,2,4939,Y
T1011463,M,0,42,C,1,E,0,0,0,1.1,3,5572,Y
T1011478,F,0,35,A,0,E,1,0,0,109.97,22,4899,Y
T1011488,F,0,74,B,0,F,1,1,0,13.04,10,7238,Y
T1011495,F,0,77,B,0,E,0,1,0,78.48,4,4297,Y
T1011503,M,1,33,B,0,E,0,1,1,47.6,14,5386,Y
T1011525,M,0,29,C,1,E,1,0,1,75.56,29,7107,Y
T1011537,M,1,81,B,2,X,0,0,0,50.71,18,7312,Y
T1011548,M,0,28,B,0,E,0,0,0,38,12,4996,Y
T1011562,F,1,31,B,1,E,0,0,0,51.75,1,4120,Y
T1011571,M,0,60,A,0,F,0,0,0,8.73,1,6043,Y
T1011588,F,0,32,B,0,E,0,0,0,3.43,4,4556,Y
T1011607,F,0,86,C,3,E,1,0,0,59.67,27,8225,Y
T1011616,F,0,66,B,2,F,0,1,0,77.26,2,8649,Y
T1011627,M,0,29,A,0,F,0,0,0,15.66,18,5346,Y
T1011646,M,0,73,A,0,E,0,0,0,44,5,6589,Y
T1011664,F,1,70,B,1,F,0,0,1,64.05,24,8624,Y
T1011673,M,0,64,B,0,E,0,1,0,58.29,18,6139,Y
T1011686,M,1,62,B,1,F,0,1,0,4.96,7,6924,Y
T1011692,M,0,57,C,2,F,0,0,0,47.98,14,8649,Y
T1011702,M,0,54,A,0,F,0,0,0,96.52,60,8918,Y
T1011728,F,0,63,C,1,F,0,1,0,118.18,83,11158,Y
T1011738,F,0,74,A,0,F,1,1,0,76.08,26,6776,Y
T1011746,M,0,50,A,0,F,0,1,1,136.92,38,9016,Y
T1011753,F,1,86,B,2,E,0,0,0,49.61,8,7090,Y
T1011772,F,0,74,B,2,E,0,1,0,80.96,10,5345,Y
T1011781,F,0,49,A,0,X,0,0,0,69.66,60,6239,Y
T1011814,F,0,50,B,1,E,0,1,1,29.29,5,4639,Y
T1011823,M,0,56,C,0,E,0,0,0,20.51,26,7150,Y
T1011855,F,0,68,C,2,F,0,0,1,74.73,11,9971,Y
T1011868,M,0,35,B,2,E,0,1,0,32.71,3,4658,Y
T1011879,F,0,38,A,0,E,0,0,0,40.98,5,3939,Y
T1011888,M,0,28,A,0,E,0,1,0,104.37,36,4888,Y
T1011892,M,0,80,A,0,F,0,1,0,43.39,2,6834,Y
T1011905,M,0,83,C,2,E,0,0,1,119.96,7,9097,Y
T1011916,F,1,38,C,0,E,0,0,0,39.35,30,7483,Y
T1011923,F,1,36,A,0,E,0,0,1,60.56,15,4195,Y
T1011931,M,0,72,C,2,F,1,0,0,120.68,23,11946,Y
T1011955,F,0,82,A,0,F,0,0,0,43.36,12,6977,Y
T1011967,M,0,28,A,0,E,0,1,0,5.82,5,3780,Y
T1011975,F,0,21,A,0,E,0,1,0,46.09,37,6135,Y
T1011991,F,0,85,A,0,X,1,0,0,38.09,2,6899,Y
T1012017,F,0,51,C,0,E,0,1,0,27.99,13,6634,Y
T1012024,F,0,60,A,0,E,0,0,0,92.55,3,3752,Y
T1012032,F,0,55,C,2,E,1,0,0,106.65,80,9714,Y
T1012047,M,1,64,B,0,E,0,0,0,24.43,6,4621,Y
T1012058,M,0,54,C,0,E,0,0,1,34.7,14,5917,Y
T1012069,M,0,57,B,1,E,0,0,0,60.8,13,5066,Y
T1012071,M,0,24,A,0,E,0,0,0,70.89,18,4516,Y
T1012082,M,0,87,A,0,X,0,1,0,81.73,2,7339,Y
T1012096,M,0,52,B,0,E,0,1,0,40.69,29,6045,Y
T1012115,F,0,71,C,3,E,0,0,1,60.02,13,6398,Y
T1012122,F,0,68,A,0,F,0,1,0,47.67,7,6891,Y
T1012133,M,0,71,A,0,F,1,0,0,61.72,20,6875,Y
T1012144,M,0,36,B,0,E,0,0,1,69.6,46,7261,Y
T1012159,F,0,75,A,0,X,0,1,1,68.05,10,7054,Y
T1012167,F,0,51,A,0,F,0,0,0,46.21,2,6519,Y
T1012171,M,0,63,A,0,X,0,0,0,100.32,41,6477,Y
T1012189,M,0,55,B,3,E,0,0,0,101.96,66,8367,Y
T1012191,F,0,51,C,2,X,1,0,0,76.75,30,8428,Y
T1012214,M,0,80,C,2,F,1,0,0,33.85,15,8695,Y
T1012227,F,0,27,C,0,E,0,1,0,31.36,2,5568,Y
T1012239,M,0,84,C,3,X,1,1,0,65.35,7,8576,Y
T1012257,M,0,75,C,2,F,1,0,0,40.45,40,8977,Y
T1012265,M,0,50,A,0,F,0,0,1,118.42,19,10144,Y
T1012273,M,0,37,B,0,E,0,0,0,46.8,13,5118,Y
T1012281,F,0,82,B,3,F,0,0,1,156.49,163,11687,Y
T1012292,F,1,52,B,0,E,0,0,0,49.78,10,5004,Y
T1012305,M,0,75,A,0,F,0,0,0,51.88,6,7004,Y
T1012317,M,0,32,C,2,E,0,1,1,25.66,2,5044,Y
T1012342,F,0,72,A,0,F,0,1,0,70.5,5,7097,Y
T1012358,M,0,81,C,2,F,1,0,0,40.95,10,9992,Y
T1012365,M,0,56,C,1,E,0,0,1,135.6,10,5949,Y
T1012389,F,0,58,A,0,F,0,0,0,10.06,1,5797,Y
T1012397,F,0,85,B,3,X,0,0,0,114.38,20,8043,Y
T1012402,M,0,46,C,1,X,0,1,0,18.34,5,8466,Y
T1012416,F,0,29,B,2,E,0,0,0,96.22,6,5118,Y
T1012425,F,0,30,A,0,E,0,0,0,15.49,3,3467,Y
T1012434,M,0,83,A,0,E,1,1,1,11.43,9,6325,Y
T1012441,M,0,77,B,1,F,1,0,1,78.2,62,9120,Y
T1012451,M,0,80,B,1,E,0,1,0,66.3,27,5510,Y
T1012469,F,0,50,C,0,F,0,0,0,97.47,19,10579,Y
T1012487,F,0,75,B,1,E,0,0,0,31.35,9,4296,Y
T1012494,M,0,60,B,0,E,0,0,1,72.51,37,6020,Y
T1012508,M,0,72,A,0,F,1,1,0,42.58,3,7125,Y
T1012518,M,1,60,B,3,E,0,0,0,67.2,18,5721,Y
T1012526,M,0,65,A,0,F,0,0,0,42.23,1,7021,Y
T1012548,M,0,54,B,0,E,0,0,0,118.36,15,5462,Y
T1012553,M,0,65,B,2,F,0,0,0,49.19,1,7843,Y
T1012566,M,0,41,B,0,E,0,0,0,36.95,26,6042,Y
T1012574,M,0,68,C,1,E,0,0,0,5.59,11,5435,Y
T1012593,M,0,26,A,0,E,1,1,0,57.22,5,3417,Y
T1012617,F,0,54,C,1,F,1,1,0,172.31,39,12475,Y
T1012651,F,0,81,C,2,E,0,0,0,91.87,2,9866,Y
T1012664,M,0,43,C,0,E,0,0,0,30.94,4,5437,Y
T1012673,F,0,80,A,0,F,0,0,0,52.92,4,6349,Y
T1012680,F,0,61,A,0,E,0,1,0,70.79,17,4677,Y
T1012690,M,0,59,A,0,F,1,0,1,34.79,3,5913,Y
T1012704,M,0,36,C,1,E,0,0,0,29.45,3,5008,Y
T1012724,F,0,66,A,0,X,0,0,0,64.56,19,6030,Y
T1012736,F,0,24,B,1,E,0,0,0,16.47,5,4760,Y
T1012778,M,0,65,B,1,F,0,0,1,27.92,20,8035,Y
T1012790,M,0,22,B,1,E,0,0,1,3.36,6,4751,Y
T1012806,M,0,70,A,0,F,0,0,0,142,20,7323,Y
T1012816,M,0,39,A,0,E,0,0,1,31.05,22,4527,Y
T1012824,M,0,45,B,0,E,0,1,0,30.46,6,4601,Y
T1012848,F,0,66,A,0,E,0,0,0,13.19,1,6872,Y
T1012853,M,0,30,A,0,X,0,1,0,57,20,6909,Y
T1012860,F,0,80,C,2,F,0,0,1,64.1,73,9886,Y
T1012879,M,0,47,B,1,E,0,0,0,2.65,7,4852,Y
T1012886,M,0,84,B,2,X,1,1,0,56.76,2,7547,Y
T1012899,F,0,33,A,0,E,0,1,0,61.08,59,6746,Y
T1012903,M,0,26,C,1,E,0,1,0,110.32,21,6555,Y
T1012919,F,0,51,A,0,F,0,0,1,62.06,117,7356,Y
T1012926,M,1,58,C,0,E,0,0,0,93.98,22,6353,Y
T1012939,M,0,69,B,0,F,0,0,0,59.18,6,7316,Y
T1012949,F,0,45,C,0,F,1,0,0,70.58,14,8786,Y
T1012968,F,0,55,A,0,E,1,0,1,15.69,5,3624,Y
T1012972,F,0,75,A,0,F,0,1,0,93.52,14,8524,Y
T1012999,M,0,26,A,0,E,0,0,0,28.3,28,5738,Y
T1013003,F,0,48,A,0,X,0,0,1,63.95,13,6918,Y
T1013022,F,1,55,B,0,E,0,0,0,37.01,3,4351,Y
T1013037,F,0,38,C,2,E,0,0,0,3.18,8,5846,Y
T1013047,F,0,52,C,1,F,0,1,0,77.07,15,9760,Y
T1013057,F,0,68,B,3,F,0,0,1,47.72,64,8893,Y
T1013060,M,0,56,B,2,E,0,1,0,55.5,14,5117,Y
T1013103,F,0,60,C,1,E,0,1,0,17.05,15,6266,Y
T1013111,M,0,49,C,1,F,0,0,0,48.38,11,8969,Y
T1013127,F,0,44,C,0,E,0,0,0,46.51,1,5392,Y
T1013136,M,1,40,C,1,E,0,0,1,113.59,8,5807,Y
T1013141,F,0,41,A,0,X,0,0,1,11.07,2,7197,Y
T1013152,F,1,74,B,2,F,0,0,0,112.78,6,10194,Y
T1013169,M,0,89,A,0,F,0,1,0,98.73,47,6502,Y
T1013189,M,0,72,B,0,F,1,1,0,90.7,6,8662,Y
T1013208,M,0,37,C,3,E,1,1,1,34.1,25,6406,Y
T1013214,M,0,87,B,3,X,1,1,0,56.72,24,7749,Y
T1013228,F,0,45,C,2,F,0,0,1,85.19,12,8792,Y
T1013238,M,0,39,A,0,X,0,1,0,44.67,55,6264,Y
T1013240,F,0,31,C,2,X,0,1,1,40.47,11,8396,Y
T1013253,M,0,59,C,2,F,0,0,1,48.68,6,8803,Y
T1013266,F,0,65,B,2,E,0,0,0,65.38,6,4597,Y
T1013277,M,0,51,A,0,X,0,0,0,40.64,9,7018,Y
T1013289,M,0,88,A,0,E,0,0,0,36.43,13,6219,Y
T1013292,M,0,45,B,0,E,1,0,0,107.69,43,6734,Y
T1013303,M,0,72,C,1,F,0,0,1,56.21,2,8754,Y
T1013317,M,0,45,B,1,E,1,1,0,24.57,5,5003,Y
T1013325,F,0,46,C,1,F,1,0,1,95.2,15,10773,Y
T1013339,M,0,34,C,0,E,1,1,0,6.39,6,5752,Y
T1013345,M,0,74,A,0,F,0,0,1,124.29,139,8672,Y
T1013368,M,0,77,A,0,X,1,1,0,174.09,92,6306,Y
T1013370,M,0,41,A,0,F,0,0,0,54.21,1,8276,Y
T1013382,M,0,73,C,1,E,0,1,0,47.69,41,8217,Y
T1013391,M,0,35,B,0,E,0,0,0,71.21,31,6213,Y
T1013401,M,0,74,C,2,F,0,1,1,20.18,4,8290,Y
T1013413,M,0,62,B,3,F,1,0,0,74.25,62,9819,Y
T1013424,F,0,75,A,0,F,0,0,0,87.68,105,6825,Y
T1013439,M,0,32,A,0,E,0,0,1,105.59,11,4511,Y
T1013441,F,0,88,A,0,E,1,0,0,12.55,3,7516,Y
T1013469,F,0,68,A,0,F,0,1,0,80.07,11,6746,Y
T1013477,F,0,47,B,3,E,0,0,0,102.2,7,4974,Y
T1013488,F,0,87,B,2,X,1,1,0,72.44,9,7700,Y
T1013497,M,0,57,A,0,X,1,0,0,140.43,38,7406,Y
T1013517,M,1,75,C,3,F,0,0,0,24.02,3,8319,Y
T1013528,F,0,80,C,2,F,0,0,0,9.42,4,8274,Y
T1013534,M,0,80,B,1,F,1,0,0,15,13,6592,Y
T1013540,F,0,85,B,2,X,0,0,0,71.95,3,8340,Y
T1013554,M,0,72,B,1,E,0,1,0,37.16,13,4864,Y
T1013562,M,0,76,C,2,E,0,0,0,35.76,4,5701,Y
T1013570,F,0,57,B,1,E,0,0,0,16.89,6,5148,Y
T1013589,F,0,82,C,2,F,0,0,1,37,18,9328,Y
T1013622,F,0,84,A,0,F,0,1,0,69.75,11,6450,Y
T1013641,M,0,84,A,0,F,1,0,1,87.12,9,6613,Y
T1013660,F,0,68,C,2,X,0,0,0,18.2,1,9167,Y
T1013689,M,1,76,B,0,E,0,0,0,4.81,14,5202,Y
T1013714,F,0,90,C,1,X,0,0,1,87.64,93,7940,Y
T1013733,F,1,31,B,0,E,0,0,0,94.65,19,5402,Y
T1013745,M,0,41,B,1,E,0,0,0,26.2,20,5529,Y
T1013768,F,0,61,C,2,F,0,1,0,72.98,12,7962,Y
T1013775,M,0,84,C,2,F,1,1,1,13.51,2,8950,Y
T1013787,M,0,85,C,3,F,1,0,0,70.54,22,8566,Y
T1013797,M,0,48,A,0,X,1,0,0,65.5,14,6496,Y
T1013804,M,1,63,C,2,F,1,0,0,78.27,19,9721,Y
T1013813,F,0,70,C,1,F,1,0,0,72.28,60,8688,Y
T1013820,F,0,73,A,0,F,1,1,0,62.36,41,8292,Y
T1013831,F,1,30,B,0,E,0,0,1,107.2,19,5416,Y
T1013849,M,0,55,A,0,F,1,0,1,58.35,11,7257,Y
T1013855,M,1,48,B,0,E,0,0,0,119.2,61,7737,Y
T1013862,M,0,79,A,0,F,0,0,1,12,1,6965,Y
T1013873,M,0,47,C,2,F,0,0,0,26.94,2,7235,Y
T1013902,F,0,69,A,0,X,1,0,0,64.94,6,7137,Y
T1013918,M,0,61,A,0,F,0,0,0,28.41,1,6596,Y
T1013925,F,0,62,C,2,F,0,0,0,10.58,2,8075,Y
T1013937,F,0,77,A,0,X,0,0,0,6,5,6432,Y
T1013952,F,0,49,A,0,E,0,0,1,93.32,15,4513,Y
T1013963,M,0,26,A,0,E,0,1,0,79.55,2,3542,Y
T1013973,M,0,77,A,0,X,0,0,0,97.16,6,6970,Y
T1013989,M,0,87,C,3,X,0,0,0,56.28,12,7957,Y
T1014012,M,0,72,B,2,E,0,0,0,42.66,29,6066,Y
T1014022,M,1,24,C,0,E,0,1,1,26.76,7,5704,Y
T1014030,F,0,72,C,3,F,1,0,0,118.46,8,11116,Y
T1014041,M,0,44,A,0,F,1,0,1,0.33,3,5004,Y
T1014050,F,1,51,B,0,F,0,0,1,15.5,2,6653,Y
T1014068,F,0,88,B,3,F,0,0,0,37.51,11,8085,Y
T1014072,M,0,50,B,0,E,0,0,0,9.15,3,4319,Y
T1014083,M,0,46,A,0,F,0,0,0,7.18,4,5134,Y
T1014097,M,0,65,A,0,F,0,0,0,127.21,11,9025,Y
T1014114,M,0,62,A,0,X,0,0,1,22.65,1,6945,Y
T1014137,M,0,65,C,0,E,0,0,1,82.82,50,8339,Y
T1014147,F,0,64,C,1,F,0,1,0,37.91,43,8599,Y
T1014159,F,0,70,B,2,F,1,1,0,69.23,9,7796,Y
T1014167,M,0,49,A,0,E,0,0,1,14.77,8,3768,Y
T1014173,F,0,76,A,0,X,1,1,1,59.26,7,6565,Y
T1014187,F,0,64,A,0,X,0,0,0,50.47,4,7184,Y
T1014199,F,1,29,C,0,E,0,1,0,65.82,54,8197,Y
T1014202,M,0,73,B,0,E,0,0,0,80.75,19,4968,Y
T1014211,M,0,89,B,3,E,1,0,0,6.77,4,7175,Y
T1014227,F,0,36,A,0,E,0,0,0,49.1,4,3579,Y
T1014238,M,0,41,A,0,F,0,0,0,86.15,29,8968,Y
T1014245,F,0,54,A,0,X,0,0,0,62.32,21,7146,Y
T1014264,M,1,35,B,0,E,0,0,1,16.28,2,4410,Y
T1014273,F,0,26,A,0,E,0,1,0,42.53,40,6371,Y
T1014281,M,0,84,B,1,F,1,0,0,73.69,2,8989,Y
T1014303,F,0,35,C,2,E,1,0,0,87.21,54,8412,Y
T1014314,M,1,73,B,1,F,0,0,0,75.2,86,9174,Y
T1014323,F,0,63,B,3,E,0,1,0,30.58,13,5096,Y
T1014336,M,0,48,B,0,E,1,1,1,113.92,8,5180,Y
T1014346,M,0,66,A,0,F,0,1,0,65.56,5,6681,Y
T1014357,F,0,79,C,2,F,0,0,1,140.27,21,8204,Y
T1014363,F,0,29,A,0,E,0,0,0,78.12,4,3883,Y
T1014372,F,0,60,A,0,F,0,1,0,53.22,13,7645,Y
T1014389,F,0,80,A,0,F,0,0,0,20.72,14,6787,Y
T1014401,M,0,58,B,0,E,0,0,0,71.45,42,6543,Y
T1014411,M,0,55,B,1,E,0,0,0,47.2,11,5182,Y
T1014432,M,0,38,B,0,E,0,0,0,82.73,9,4761,Y
T1014443,M,0,80,B,2,F,1,0,0,32.86,6,8082,Y
T1014470,F,0,62,C,1,F,0,0,1,17.85,1,7211,Y
T1014482,F,0,45,A,0,E,0,0,0,41.06,32,6113,Y
T1014495,F,1,35,B,0,E,0,0,0,45.3,1,4182,Y
T1014506,F,0,56,A,0,X,1,0,1,26.72,3,6350,Y
T1014528,M,0,64,B,0,E,0,1,0,71.36,16,5225,Y
T1014533,M,0,80,A,0,F,0,0,1,43.35,3,6829,Y
T1014555,F,0,87,C,3,X,1,1,1,27.23,1,8885,Y
T1014569,M,0,67,C,1,E,0,0,0,34.25,12,5431,Y
T1014577,F,0,63,B,0,E,0,0,0,68.01,5,4262,Y
T1014586,M,0,47,B,0,E,0,1,0,83.1,9,4971,Y
T1014591,F,0,71,A,0,F,0,0,0,73.7,7,6870,Y
T1014622,M,0,42,C,0,F,0,0,0,72.63,54,10623,Y
T1014644,M,0,76,A,0,F,0,1,0,4,33,6659,Y
T1014652,M,0,41,A,0,X,0,0,0,73.24,84,6292,Y
T1014660,F,0,78,A,0,E,1,1,1,35.62,9,6525,Y
T1014694,F,0,46,B,0,E,0,1,0,110.53,22,5660,Y
T1014703,F,0,80,B,0,F,0,0,0,32.06,36,7394,Y
T1014714,F,0,36,A,0,X,0,0,0,81.34,15,6606,Y
T1014747,M,0,59,A,0,X,0,0,0,77.94,5,7054,Y
T1014759,M,0,29,A,0,E,0,0,1,44.64,11,4367,Y
T1014762,F,0,52,A,0,X,1,0,1,56.28,7,7111,Y
T1014775,F,0,68,A,0,X,0,0,0,195.46,9,6834,Y
T1014780,F,0,21,A,0,E,0,1,0,79.34,4,3858,Y
T1014807,F,0,61,B,0,E,0,0,0,7.15,36,6628,Y
T1014817,F,0,79,B,3,F,0,0,0,73.55,8,7832,Y
T1014829,M,0,42,A,0,E,0,0,0,67.22,6,4165,Y
T1014833,M,0,60,B,2,F,0,0,0,147.32,2,12234,Y
T1014853,F,0,45,C,2,E,0,0,0,73.49,19,6354,Y
T1014861,F,0,83,A,0,F,0,0,0,62.18,18,7015,Y
T1014876,F,0,22,A,0,E,0,0,0,54.78,17,4420,Y
T1014885,M,0,30,C,0,E,0,1,0,51.21,8,6339,Y
T1014896,M,0,60,C,0,E,1,0,1,37.82,25,7315,Y
T1014900,M,0,45,A,0,F,0,1,0,36.14,2,7112,Y
T1014915,M,0,46,C,2,E,0,0,0,58.29,23,6486,Y
T1014927,F,0,54,C,1,E,1,1,0,66.96,84,9823,Y
T1014932,M,0,60,A,0,X,0,0,0,74.85,4,6904,Y
T1014943,M,0,25,A,0,E,0,0,0,55.98,15,3959,Y
T1014957,M,0,89,C,2,E,0,0,0,33.93,11,8228,Y
T1014968,M,0,63,A,0,F,0,0,0,88.23,47,8542,Y
T1014996,F,0,53,A,0,X,1,0,1,128.54,15,6821,Y
T1015007,M,0,55,C,2,E,0,0,0,90,39,7754,Y
T1015017,F,0,58,C,1,X,0,0,0,42.04,10,8531,Y
T1015028,M,0,77,A,0,X,0,0,0,24.22,27,6294,Y
T1015030,F,0,81,C,2,E,0,0,0,14.59,5,5614,Y
T1015049,M,0,53,B,2,F,1,0,0,32.33,14,7651,Y
T1015056,F,0,74,A,0,F,0,1,1,42.78,31,7176,Y
T1015065,F,0,45,C,2,F,0,0,1,20.57,4,9034,Y
T1015077,F,0,76,B,2,E,0,0,0,72.35,24,6637,Y
T1015086,M,0,31,C,2,E,1,0,0,18.2,1,5005,Y
T1015099,M,0,88,A,0,F,0,0,0,62.19,2,7581,Y
T1015109,M,0,28,A,0,E,0,0,0,74.82,6,4075,Y
T1015113,M,0,33,A,0,E,0,0,0,84.94,11,3744,Y
T1015124,M,0,79,C,2,F,1,0,0,41.2,2,8710,Y
T1015132,M,0,70,C,2,F,1,1,0,54.25,8,8661,Y
T1015140,F,0,59,A,0,X,1,0,0,70.21,1,7985,Y
T1015156,F,0,31,B,0,E,0,1,0,162.41,109,11611,Y
T1015173,F,0,66,A,0,X,0,0,0,43.33,12,6716,Y
T1015189,F,0,82,A,0,F,0,0,1,60.06,5,6963,Y
